ID,Lexicons
1507,Nchini Georgia waziri mkuu wa zamani Ivane Merabishvili alihukumiwa miaka mitano jela kwa makosa ya jinai.
1508,Sheria kuu na Sheria Mama katika nchi kwa mujibu wa Uislamu ni Qur-aan na Sunnah ya Mtume (Swalla Allaahu ‘Alayhi wa sallam).
1509,"Katika hatua nyingine, Kairuki alisema, wamepokea malalamiko zaidi ya 200 kutokana na ukiukwaji wa sheria ya maadili ya viongozi wa Utumishi wa Umma ambayo inamnyima mtumishi kutotumia madaraka yake vibaya."
1510,"Bwawa hili limechimbwa miaka mingi tangu enzi za ukoloni, enzi za Mpeluki kwa wale wanaotoka Katavi wanafahamu lilikuwepo toka kabla ya uhuru."
1511,Naibu waziri wa madini Stanlaus Nyongo Akizungumza na Wakazi Wa Kijiji Cha Nyakabale wakati wa …
1512,"Serikali kupitia Ofisi ya Rais TAMISEMI imetangaza ajira mpya kwa Walimu wa masomo ya Hisabati na Sayansi leo tarehe 12 Aprili, 2017."
1513,Msanii wa muziki Alatish Mabawa ameachia video ya wimbo wake mpya unaitwa “Barua”.
1514,"Waziri wa afya, maendeleo ya jamii, jinsia, wazee na watoto wa Tanzania Bibi Ummy Ally Mwalimu amesema kwamba kutokana na msaada wa serikali ya China, maambukizi ya malaria nchini Tanzania yamepungua kwa kasi, anatarajia nchi hizo mbili zinaweza kuimarisha ushirikiano kwenye sekta ya afya, ili kuwanufaisha wananchi wengi zaidi."
1515,"Chanzo hicho kilinukuu Katiba ya CCM toleo la 2007 sehemu ya kwanza kifungo 3, 4, 7 na 14 inayokemea ufisadi nchini."
1516,Timu ya Rwanda yapoteza mchezo wake dhidi ya Uganda kwa pigo kubwa
1517,"[Mikoa ya Kilimanjaro, Manyara na Arusha]:"
1518,"Masauni alisema serikali kupitia wizara yake imekuwa ikiwachukulia hatua Askari Polisi wanaofanya makosa mbalimbali, ambapo katika kipindi cha mwezi Januari hadi Disemba mwaka 2017, jumla ya askari polisi 105 waliotenda makosa mbalimbali wamechukuliwa hatua za kinidhamu ikiwa pamoja na kufukuzwa kazi."
1519,"Amesema anatambua umuhimu wa mchezo huo, na katu hawezi kujidaia matokeo ya michezo ya ligi ya msimu uliopita ambapo Spurs waliibuka na point nne baada ya kupata ushindi emirates stadium na kulazimisha sare white hart lane."
1520,Nchini Mali wakati mapigano yalipoanza mwaka 2012 watu walikimbilia nchi jirani ikiwemo Mauritania.
1521,"Waziri Mkuu, Kassim Majaliwa akikagua ufungaji mitambo ya kiwanda cha vigae cha TWYFORD kilichopo Chalinze mkoani Pwani Septemba 19, 201."
1522,Lakini mipaka kati ya nchi hizi mbili haikuwa wazi na ya uhakika kama ilivyo saasa.
1523,""" Watu waliokuwa pale wote waliangua vicheko."
1524,"Tsh 30,000 kwa wale wenye biashara ya vileo vilivyofungwa kwenye maduka ya rejareja(Retailers off),Tsh 20,000 kwa wale wenye biashara ya vileo vya jumla katika klub ya wanachama (Club/Whole sale)"
1525,Migiro alikuwa Mkuu wa Idara ya Sheria za Katiba na Utawala.
1526,Yeye na wengine saba walihukumiwa jela katika kisiwa cha Robben mwaka 1964
1527,"Aliongeza, “licha ya kuboresha afya za wakazi wa maeneo hayo, upatikanaji wa maji safi na salama ndani ya jamii unahakikisha kuwa watoto hususani watoto wa kike wanaosoma shule wanapata muda mzuri wa kuhudhuria shuleni kwa uhuru zaidi bila usumbufu”."
1528,"Haki jamii, iwasaidie vijana kujenga na kukuza majadiliano ya kidini na kiekumene, ili ulimwengu uweze kuwa ni mahali bora zaidi pa kuishi kwa kujikita katika haki, mshikamano na udugu."
1529,John Pombe Magufuli ametuma salamu za rambirambi.
1530,Makamu wa Rais wa Samia Suluhu Hassan ametoa kauli hiyo leo trh 19-Nov-2016 katika hotuba yake kwenye mahafali ya Pili ya Chuo cha Takwimu Mashariki mwa Afrika (EASTC) Jijini Dar es Salaam.
1531,"VETA INAPENDA KUWATANGAZIA WATANZANIA WOTE KUWA MAFUNZO KWA DARAJA LA TATU YATAANZA KUTOLEWA MWEZI JULAI, 2018"
1532,Lephy Gembe ambaye alitoa rai kwa Wakulima wote waliopata fursa ya kuhudhuria warsha hiyo kujipanga katika kuchangamkia fursa za mikopo inayotolewa na TADB.
1533,"9 Ndipo Abishai mwana wa Seruya, akamwambia mfalme, Mbona mbwa mfu huyu amlaani mfalme bwana wangu?"
1534,Mashahidi Watoa Msaada Baada ya Mafuriko Nchini Sri Lanka
1535,"Katika maelewano au compromise, pande zinazokinzana hatimayezinakubali kwa shingo upande ili kutokukwamisha maamuzi."
1536,Natambua kwamba naweza kuongeza ubora katika klabu zaidi ya soka.
1537,"Kwa mujibu wa Takwimu, mwaka 2007, watu milioni moja nukta nane walifariki kutokana na Ukimwi Barani Afrika, Bwana Tiyot anasema vifo hivyo vinatokana na watu kutofuatilia matumizi ya dawa."
1538,"Mheshimiwa Mwenyekiti, tunaiomba Wizara itusaidie kuharakisha usajili huu kwani Mafia ni miongoni mwa maeneo ya pembezoni na kuwavusha wananchi waje Dar es Salaam."
1539,Ofisi ya Rais Menejimenti ya Utumishi wa Umma: Dk.
1540,"Mzee Msekwa ""SAID THE RIGHT THING, BUT HE DID NOT SAY IT RIGHT""."
1541,"Afisa Habari na Utafiti kutoka Taasisi ya Vyombo vya Habari Kusini mwa Afrika (MISA) tawi la Tanzania, Gasirigwa Sengiyumva, amebainisha kwamba taarifa hiyo imeangazia tathmini ya vyombo vya habari kuanzia Januari Mosi hadi Disemba 31, 2016 ambapo imezinduliwa katika nchi 11 wanachama wa SADC."
1542,Na anaweza kuwafahamisha wanaadamu yale ambayo hawawezi kuyafahamu kiakili.
1543,Makamu wa Pili wa Rais wa Zanzibar Balozi Seif Ali Iddi Kulia akisalimiana na Meya wa Manispaa ya Potsdam Berlin Nchini Shirikisho la Ujerumani Bwana Jann Jackobs ambae yupo Zanzibar na Ujumbe wake kwa ziara ya Siku Tatu kwa mwaliko wa Uongozi wa Manispaa ya Mji wa Zanzibar.
1544,"UMOJA WA MATAIFA, Januari 3 (IPS) - Wakati Shorai Chitongo alipoanzisha shirika la ""Ray of Hope"", ambalo lilikuwa na kazi ya kusaidia wanawake walioepukana na vipigo vya majumbani mwaka 2005, aligundua kuwa robo tatu ya waliowahi kukabiliwa na unyanyasaji katika kundi hilo walikuwa na VVU."
1545,"“Mimi ni baba yako mdogo, ndiye nitakyekulea sasa."
1546,"Ronaldinho aliisaidia Barcelona kuwa katika msingi wake ambao unaonekana sasa kama ambavyo anasema Guardiola, ambaye alimuuza nyota huyo ili kuandaa utawala mpya wa Messi ndani ya klabu hiyo."
1547,"Najiandaa kuelekea kusheherekea siku kuu za mwisho wa mwaka yaani krismasi na mwaka mpya,mwaka huu natumai watanzania tutasheherekea siku kuu hizo kwa mtindo mpya wa kubana matumizi na kulinda haki za kuishi za wanyama."
1548,"“Nimeshitushwa na kusikitishwa sana na vifo vya vijana wetu, askari shupavu na mashujaa waliopoteza maisha wakiwa katika majukumu ya kulinda amani kwa majirani zetu DRC,” amesema Rais."
1549,Kamanda wa Polisi mkoa wa Ruvuma Zubery Mwombeji.
1550,Katika msimu uliopita Azam iliondolewa raundi ya pili ya Kombe la Shirikisho kwa kufungwa na Esperance ya Tunisia kwa jumla ya mabao 4-2 baada ya awali kushinda mabao 2-1 nyumbani kabla ya kwenda kupoteza ugenini mabao 3-0.
1551,"Faustine Ndugulile ameshiriki ujenzi wa Shule ya Kijiji cha Nyanganga iliyoko kata ya Kazuramimba, wilaya ya Uvinza mkoani Kigoma ikiwa ni jitihada za wananchi wa kijiji hicho kuharakisha upatikanaji wa huduma ya elimu kijijini hapo."
1552,MANCHESTER United imeripotiwa kuweka majina nane ya mabeki wa kati kwenye orodha yao ya wale inaotaka kuwasajili kabla ya msimu mpya wa Ligi Kuu England kuanza mwezi ujao.
1553,Asilimia 42% wako chini ya umri wa miaka 15.
1554,Waraka wa Maaskofu Katoliki Malawi: Mwaliko wa ujenzi wa Malawi mpya
1555,Mara kwa mara na Show ya Krismasi Ushindani
1556,” Sikuwa na namna zaidi ya kufanya kazi na kuwavumilia.
1557,KUMBUKA: kufuta watumiaji ni walemavu kwa demo.
1558,“Nimewashukuru kwa kuwa pamoja katika kujenga chama na nafasi ya uenezi waliyonipa mara zote.
1559,"Tangu alipopokea kofia ya uongozi kutoka kwa Amani Makungu mwaka 2013 alifanya mengi mazuri yanayohitaji kupongezwa kiasi licha ya kuvuruga mengi, matukio mbali mbali yanahitaji kukumbukwa kwenye utawala wake na kujifunza mengi kutokana na matukio hayo."
1560,Makala: Kwanini unahitaji mazoezi kudhibiti mwili?
1561,Polisi wanasema kuwa miili hiyo iligunduliwa wiki iliyopita katika eneo la Tsanfleuron na mfanyakazi kutoka kampuni ya kuteleza kwa barafu ya Glacier 3000.
1562,"Mapema jumatatu mwanamasumbwi, Floyd Mayweather, aliweka picha hii kwenye mtandao akiwa na Bierber kama ishara ya kumuunga mkono."
1563,MBALI YA KUFIKISHWA MAHAKAMANI NA KUTOKA KWA DHA.
1564,Kitu hupaswi kufanya kwa sasa ni kuanzisha biashara ambayo itakubidi ugawe wakati wako baina ya masomo na biashara.
1565,Kazi ya kuwa na Dunia Endelevu ndio kwanza Inaanza Rio+20:Ban
1566,Kongamano la wiki ijayo ni muhimu katika kutafuta suluhu kwa mzozo Syria:Ban
1567,"Njia mbalimbali zinazoweza kumsaidia mkurugenzi wa kampuni, mkuu wa idara au yeyote mwenye dhamana ya kuwaongoza wenzake, jinsi ya kutatua migogoro katika maeneo ya kazi."
1568,"Rais ametuhakikishia kwamba tukiungana naye Kenya itakuwa moja, na tukijitolea tutakuwa na amani."
1569,"Kwa ujumla wazazi na watoto huwa na hisia gani kati yao, lakini nyakati nyingine wanakabili tatizo gani?"
1570,Akiwa Mount Rungwe na Kyela United alikuwa akijulikana zaidi kwa jina la Nsaji ama Jigwa.
1571,"Unaweza kumuuliza Tabibu Abdallaha Mandai maswali mengine zaidi kuhusu somo hili mpigie kwa simu namba 0716 300 200, 0784 300 300, 0769 400 800 au barua pepe dkmandaitz@gmail."
1572,"“Pamoja na mambo mengine, lengo letu ni kuhakikisha vikosi vya majeshi katika nchi washirika vinajengewa uwezo wa kupanga na kutekeleza operesheni za vikosi maalumu na kujifunza mbinu na weledi katika kupambana na matukio ya uvamizi yanayoweza kufanywa na maharamia na magaidi."
1573,"Uzinduzi wa Tamasha la kushajiisha Elimu ya Mafunzo ya Sayansi, Teknolojia na Uhandisi wa Hesabu {STEM} - ZanziNews"
1574,Kuna ushahidi kwamba kutafakari mindfulness unaweza kuboresha jinsi sisi umri na hata kupambana na ugonjwa huo.
1575,Tattoo inaweza kumaanisha kuzaliwa tena na kurejesha tena.
1576,"Nasima Chum, akitowa nasaha zake wakati wa kuyafunga mafunzo huo ya Wanawake kuwajengea Uwezo katika familia na jamii wanapokuwa majumbani, yaliotolewa na kupitia Mradi wa Mather Cycle chini ya Jumuiya ya ZAYEDESA kwa kushirikiana na WWB, ya Nchini Austria."
1577,Mbunge wa Jimbo la Singida Mashariki Tundu Lissu akiendelea kufanya mazoezi akiwa hospital nchini Ubelgiji
1578,"Akizungumza Mhifadhi Utalii, Hifadhi ya Saadani, Bi."
1579,"Lakini ushahidi wa hivi karibuni uliowasilishwa mahakamani na kamishena wa polisi wa nchi hiyo, Holomo Molibeli, umeibua maswali mengi zaidi ambayo yanahitaji ufumbuzi."
1580,"‘Wewe sio jembe lake, wewe si ndio anakutuma mara kwa mara, na akitaka kufanya jambo anakuita wewe, je siku hiyo sio wewe aliyekuita ukampeleka huko, ."
1581,"“Nakuomba kwa ajili ya Mwenyezi Mungu ewe Bilaal, kwa hisani yako, umri wangu ushakuwa mkubwa na siha yangu ishadhoofika na ajali yangu ishakaribia, tafadhali baki hapa pamoja na mimi”."
1582,Home Mkutano wa Wadau wa Traffic Plan ya Mji Mkongwe wa Unguja.
1583,Wengi wameshindwa kwenda shule au kwenda kwa taasisi za masomo kwa sababu ya kukosa vifaa vinavyohusika kuweza kuwasomesha wapate taaluma.
1584,"Kadi za ripoti hizi kusaidia kutambua nini sababu ya tovuti yako ni kupungua au kuongeza rankings yako juu ya injini ya utafutaji, kama Google, Bing, na zaidi."
1585,"Rais wa Jamhuri ya Muungano wa Tanzania Dkt John Pombe Magufuli akikabidhi nyenzo za kazi baada ya kumuapisha Mhe Dorothy Mwaluko kuwa Naibu Katibu Mkuu Ofisi ya Rais, Menejimenti ya Utumishi wa Umma na Utawala Bora."
1586,"Mchekeshaji aliyefanyia utani mwana wa Trump, Barron, asimamishwa kazi"
1587,Jana nimekutana na Mwenyekiti yuko hapo nje.
1588,"Kwa mujibu wa Liewig, uwanja huo umepunguzwa ukubwa ili kusaidia timu ya Libolo ambayo inafahamika sana kwa kufunga mabao mengi ya mipira iliyokufa (adhabu, kurusha n."
1589,"Aidha, Masoud alisema kuwa kwa upande wa barabara ya Mtambile-Kangani yenye urefu wa kilomita 6."
1590,"Nidhamu zenu tutazifuatilia ndani na nje ya nchi, ukifanya mambo kwa kunyoosha tutakusifia."
1591,Kurekebisha mfumo wa uendeshaji wa iOS vifaa
1592,"Alisema katika mkutano, bodi ilijadili na kufikia maazimio katika vipengele vingine 10 vya ajenda, ambavyo vilikuwa vinachangia kwa kiasi kikubwa kuamua mwelekeo na hatima ya kampuni hiyo."
1593,"Kusimamia na kuratibu Usafirishaji, Uchambuzi na Utupaji wa taka ngumu katika eneo rasmi (Dampo)"
1594,"Katibu Mkuu Ofisi ya Waziri Mkuu Kazi, Vijana, Ajira na Wenye Ulemavu Bw."
1595,"Je, tunapaswa kuishi kwa kufuata mambo ya Roho ili kuifurahia neema?"
1596,Kupitia Ukurasa wa Instagram wa Mkuu wa Mkoa wa Arusha Mrisho Gambo Amepost kama inavyoonekana hapo chini.
1597,Waziri wa Maji na Umwagiliaji Mhandisi Gerson Lwenge ajibu maswali ya wabunge leo Bungeni mjini Dodoma kuhusu hali ya upatikanaji wa maji hapa nchini na mikakati ya Serikali kuboresha kilimo cha umwagiliaji.
1598,Hapa ndio makao makuu ya Serikali ya Mapinduzi Zanzibar.
1599,""" Hata hivyo kampeni ya Biden imekanusha madai hayo."
1600,"Kushoto ni Kaimu Katibu Mkuu wa Wizara ya Afya Maendeleo ya Jamii, Jinsia, Wazee na Watoto, Michael John."
1601,"“Ninachoweza kusema kwa sasa mimi na Zari tuko poa, mambo yanaenda vizuri na ndiyo maana utaona hata siku hiyo kabla ya kuingia ukumbini alikuwa karibu sana na mimi na ilibidi niingie naye ili kila mtu ajue kama niko na mama mtoto wangu kwani bila kufanya hivyo kuna warembo wenye asili ya Kiafrika wakikuona kama hawajui kweli inakuwa rahisi kukuibukia hata mbele ya mke wako."
1602,Inakusaidia kuchukua anakaa na kupunguza jicho Strain.
1603,"Waziri wa Wizara husika ametangaza viwango vya kima cha chini cha mshahara na kutaja kima cha chini cha mishahara hiyo kwa sekta mbalimbali binafsi kama ifuatavyo, wafanyakazi wa:"
1604,"Joseph Mungai pamoja na na wapambe wake wawili, Moses na Fidelis ambaye ni katibu wa UVCCM kata ya Mafinga,leo wamesomewa mashtaka 15 yanayohusiana na tuhuma za rushwa kufuatiauchaguzi ulioisha hivi karibuni wa kuwapata wagombea wa Chama Cha Mapinduzi katika ngazi mbalimbali za uongozi nchini Tanzania."
1605,"“Kuna watu wabaya sana mimi najua kuna baadhi ya wasanii ambao nipo nao karibu wanazichukia kazi zangu hasa pale zinapoenda sokoni, sijali na ndiyo maana nazidi kubuni kazi nzuri kila kukicha,” alisema."
1606,Kwa habari za kusikitisha bi mkubwa kafa na bi mdogo yupo ndani ya nyumba.
1607,"Waziri wa Fedha na Mipango, Dk Philip Mpango akipokea kadi ya TPB popote kutoka kwa Mwenyekiti wa Bodi ya Benki hiyo."
1608,"Mapapaa wakigombania CD za album mpya ya wazee wa Ngwasuma zilizouzwa kwa dau kati ya 30,000 hadi 100,000 za papo kwa papo"
1609,"Kwa kata nchini Tanzania, tazama Makumbusho (Kinondoni)."
1610,Maarifa Asilia: Mbinu za Wenyeji za Kuleta Maendeleo ya Dunia
1611,"Kwa mujibu wa taarifa kutoka ndani ya WCB, Harmonize na Rich Mavoko wanadaiwa kuwa na mkataba wa miaka 10 na WCB na mtu ambaye atataka kuvunja mkataba atatakiwa kulipa fidia isiyo chini ya tsh milioni 10."
1612,"Katika mazungumzo hayo ya kuagana yaliyofanyika Ikulu mjini Zanzibar, Profesa Ndulu alimueleza Dk."
1613,Rais Kikwete leo akabidhi jeshi la polisi magari 399 mapya kati ya 777 yaliyoagizwa.
1614,Joseph Sekiku akieleza kwa ufupi maendeleo ya COMNETA wakati wa sherehe za ufunguzi za mkutano wa tano wa Mtandao wa vyombo vya habari vya Kijamii nchini (COMNETA) unaofanyika kwenye ukumbi wa mikutano wa ofisi ya Waziri Mkuu mjini Dodoma.
1615,Kwa kawaida NI WATU wauao WATU hata kama katika ma.
1616,Juve na Real zilicheza fainali ya michuano hiyo msimu uliopita na Wahispania walichukua kombe hilo baada ya kuibuka na ushindi.
1617,"Zuberi Kabwe, Mbunge wa Jimbo la Kigoma Kaskazini."
1618,Home > CAG > Habari > Ripoti ya Mdhibiti na Mkaguzi Mkuu wa Hesabu za Serikali (CAG) Yaibua Madudu
1619,"“Naagiza popote alipo mheshimiwa Kubenea, ahojiwe na Kamati ya Adadi (Adadi Rajabu, Mwenyekiti wa Kamati ya Ulinzi na Usalama) kesho na afike kwa utaratibu wowote ule,” alisema Spika Ndugai."
1620,Sasa thamni ya utamaduni wako ni kubwa hata kama watu wanaishi katika mazingira kama hayo.
1621,Hakikisha kila jino limepigwa mswaki sehemu zote.
1622,"Kama wewe wanafahamu kila kitu kinachohusu blogu, majina, maudhui, nani anaandikaje, na kadhalika."
1623,"Mbunge wa Uganda ambaye inadaiwa aliteswa na maafisa wa usalama,Robert Kyagulanyi maarufu kwa jina la Bobi Wine ameruhusiwa kusafiri kuelekea Marekani kwa ajili ya matibabu."
1624,Watafiti wa mambo ya usalama wa mitandao wamegundua makosa katika protokali ya WPA2 ambayo imekuwa ikitumika katika WI-FI.
1625,K nguvu ya Misri ilianza kurudi nyuma
1626,"RAIS Jakaya Kikwete amekuwa akijitolea mfano kila anapozungumzia suala la baadhi ya wagombea nafasi za urais, ubunge na udiwani majina yao kukatwa."
1627,"Ini alikiri kuwa, tangu alipofunga ndoa mwaka jana, hajashiriki kucheza filamu nyingi kwa vile amechoka kufanya vitu vinavyofanana."
1628,"Katika mazingira haya ya uhaba wa taarifa sahihi katikati ya uholela wa taarifa zinazohimiza ngono, ni wazi maamuzi mengi wanayofanywa na wanafunzi yatakuwa batili."
1629,Nimejifunza pia kuwa ibilisi anawapepeta Wakristo wote kama ngano.
1630,"nyumba iwe na master pamoja na vyumba viwili vya kulala, sebule kubwa dining, parking ya gari na iwe ndani ya uzio."
1631,Ndiyo sababu kuzinduliwa hivi karibuni kwa kampuni ya T-Mortgage kumeonekana kama mkombozi wa maelfu ya Watanzania hasa wa kipato kidogo kujipatia makazi yao ya kudumu.
1632,"Baada ya kupatikana taarifa hizo, Chadema iliwafahamisha mawakala na kuwaelekeza namna ya kuzitambua."
1633,"Kinachodaiwa kuwa ni uhusiano wa Nape na Membe kiliongeza msukosuko baada ya Nape kupingana na kiongozi wa Mkoa wa Dar es Salaam alipoamua kutangaza hadharani majina ya watu wanaotuhumiwa kufanya biashara ya dawa za kulevya pale Nape aliposema, “Kutangaza majina ya watu bila ushahidi kunaweza kuharibu heshima na ‘brands’ za wasanii walizotumia nguvu na muda kuzijenga."
1634,"Je, dereva ana umri kati ya miaka 25 na 70?"
1635,Baadhi ya watumishi wa Hosptali hiyo.
1636,Usisahau kiwango mchezo huu CS Mfalme wa Zombies na kushiriki mchezo huu kwa rafiki yako bora.
1637,"Baada ya Mbunge huyo kuachiliwa huru, umati wa wanachama wa CHADEMA waliokuwa wamejazana katika Mahakama hiyo walifanya maandamano makubwa kwenda katika Ofisi za Chama hicho zilizopo maeneo ya Ngarenaro."
1638,"John Pombe Magufuli na mkewe Mama Janeth Magufuli wakisalimiana na Maaskofu katika Ibada ya Kumsimika Mhashamu Isaack Amani aliyesimikwa kuwa Askofu Mkuu Jimbo la Katoliki la Arusha katika Kanisa la Mtakatifu Theresia la Mtoto Yesu Jimbo Kuu Katoliki jijini Arusha leo Aprili 8, 2018."
1639,"Mara nyingi sana, mchanganyiko wa mambo ya maumbile, kisaikolojia, na mazingira ni kushiriki katika mwanzo wa unyogovu."
1640,Mstahiki Meya wa Manispaa ya Ilala Jerry Silaa akijadili na Mtendaji Mkuu wa Wakala wa Usafiri wa Haraka (DART) Asteria Mlambo pamoja na watendaji wengine umuhimu wa kufanyika mkutano wa pamoja ili kuweza kutatua changamoto zinazojitokeza wakati ziara yake ya kukagua ujenzi wa barabara ya magari yaendayo kwa kasi katika barabara ya Morogoro hadi Sokoine.
1641,Waziri Mahiga ampokea Mjumbe Maalum kutoka Ujeruma.
1642,"Katika sehemu za Tanzania, ikiwa ni pamoja na Dar es Salaam, Zanzibar na Arusha, kuna viwango vya juu vya utumiaji wa dawa za kulevya, hasa kwa watumiaji mihadarati ya kujidunga."
1643,Msigwa alimshangaa Lissu kwa kitendo chake cha kuzungumza katika vyombo vya habari ilhali anajua utaratibu wa kiutawala.
1644,"10,687,316 sawa na dola za Marekani 106,875 na ilipofika Oktoba 12 jumla ya gharama ni Sh."
1645,Ameagiza hayo katika kikao cha kutafuta suluhisho la upatikanaji wa mbolea Mkoani Rukwa baada ya taarifa za upatikanaji wa mbolea hizo kutoridhisha hasa katika kipindi hiki cha msimu wa kilimo ambapo asilimia 80 ya wananchi wa Mkoa wa Rukwa wanategemea kilimo kujipatia kipato cha kujiendesha Kimaisha.
1646,"Averigüe quién ni historia kubwa zaidi ya kuwa na uhusiano, urafiki wa maelekezo na uboreshaji wa watu wanaohusika."
1647,Katika mkutano huo leo Februari 27.
1648,"Yuko radhi yeye abaki na njaa ili wewe ushibe, na akeshe ili ulale, na yeye kwako ni mwenye huruma nyingi."
1649,Najua wanaendelea kuwaeleza mkiwa kwenye maandalizi ya gwaride la sherehe za uhuru kuwa muendelee kuwa na ‘utii na uvumilivu kwa kuwa serikali haina uwezo’ na kwamba nyongeza hiyo ndogo kupitia waraka wa tarehe 13 Julai 2011 wenye kumbukumbu na.
1650,"""Mimi siwajibiki na kutoa taarifa kwa vyombo vya habari, mimi natoa taarifa kwa msimamizi wa Tume ya uchaguzi, kwa mujibu wa utaratibu, nimeshakamilisha zoezi la uteuzi nimekamilisha hatua zote za pingamizi lakini pia uteuz wa mwisho umefanya, Maswali yote hayo unayoniuliza taarifa zipo kwa mamlaka ya juu yangu"" Mwasiposya."
1651,Hakikisha vifaranga na kuku wote wanapata chanjo kwa pamoja.
1652,CHADEMA wameibuka na kutoa sababu za Wabunge wake kutofika katika shughuli ya uzinduzi wa barabara ya juu 'Flyover' katika eneo la Tazara jijini Dar es salaam iliyofanywa na Rais Magufuli.
1653,Baraza Kuu la Umoja wa Mataifa limekubali kwa pamoja azimio la kupinga uamuzi wa Marekani kuitambua Jerusalem kama makao makuu ya Israel na kitendo cha kuhamisha ubalozi.
1654,"Kama tujuavyo, hawakumtii Mungu, lakini hawakufa siku hiyo kimwili, badala yake, walikufa kiroho."
1655,nimejaaliwa kuwa na kipaji cha utunzi na uandishi wa riwaya.
1656,"Alitaka kuundwa kwa tume ya kimahakama kuchunguza vifo vya raia vilivyofanywa na polisi kwenye maeneo mbalimbali nchini, huku kukiwa na kesi nyingi zinazofunguliwa dhidi ya viongozi wa chama hicho."
1657,"Jukumu kubwa la mkuu huyo wa IEBC linaishia katika kupokea matokeo kutoka kwa wasimamizi wa uchaguzi (Returning Officers) kutoka majimbo ya uchaguzi 290, kuyajumuisha, na kumtangaza mshindi."
1658,NOVEMBA 30 SASA KUWA SIKU YA MAPUMZIKO EAC
1659,"Mwenyekiti wa Mtaa wa Kimara King'ongo, Bw Mapesi (kushoto) anayedaiwa kumuokoa mtoto na kijana aliyetaka kumchoma moto mtoto huyo kwa tuhuma za kuiba viatu."
1660,"Watendaji wa Halmashauri ya Mpanda ambao walipelekwa Marekani na kampuni ya Agrisol ni Katibu Tawala mkoa wa Rukwa, Salum Chima, Mkuu wa Wilaya ya Mpanda, Dk."
1661,"Wapili ni Kaimu Balozi wa China hapa Nchini, Gou hao Domg."
1662,Maadhimisho ya kumbukumbu ya wahanga waliopoteza maisha katika vita vya moto vilivyotokea mwaka 1933 hadi 1945 chini ya utawala wa mfumo wa 'Nazism' uliolenga kuwateketeza Wayahudi kwa kuamini si binadamu bora yalipoteza uhai wa watu takribani milioni sita wakiwemo watoto.
1663,"Kwa hiyo “kumi” inahusiana na mng'ao unaotoka kwa vile vinara vya taa, vinamwakilisha Kristo, ambaye hekima iliyo ndani yake ni mwisho na yenye utimilifu wote (Wakolosai 2:8-10; 1 Wakorintho 1:18-24, 30)."
1664,"Zaidi ya hayo, wale ambao hawatunzi Sabato lazima waepuke kuwa kikwazo (1 Wakorintho 8:9) kwa wale ambao wanaitunza Sabato."
1665,"Bahlul alimwambia mwenye duka: ""Ama hayo ni kweli kabisa, sikiliza!"
1666,"Tetemeko la ardhi nchini Taiwan limesababisha watu zaidi ya 10 kufariki dunia, watu 265 kujeruhiwa na wengine 60 hawajulikani mahali walipo!"
1667,Akizungumza na vyombo vya habari Ndalichako ameeleza kufurahishwa na vijana hao kwa ubunifu na gunduzi walizozifanya.
1668,Ubarikiwe kwa mafundisho mazuri na ya msingi na yenye kujenga mwili wa Kristo!
1669,Kiungo wa kati wa Manchester United Marouane Fellaini amekubali kujiunga na Besiktas mwisho wa msimu.
1670,Akili ya kuielewa lugha kama kitu cha kusema na kusikia tu inapanuliwa.
1671,"Kwa hiyo, naipongeza Serikali, lakini na wazazi tusisahau wajibu wetu wa msingi, kuna maeneo ambayo wazazi wana nafasi yao ya kuendelea kuchangia, tusiiachie tu Serikali peke yake."
1672,Anayefanya kazi kwa muda mrefu akafikia kustaafu bila kuonyesha utajiri mkubwa anaitwa mjinga.
1673,Wake au waume wa wanandoa ambao wanavuta sigara wamekuwa na wakati mgumu sana katika hisia zao hasa kutokana na tabia ya kuvuta sigara kwa hao partners wao.
1674,Mchanganyiko wa mboga mboga kwa aina zake
1675,Home MATUKIO UTALII Ukuta Mkubwa wa Beijing (THE GREAT WALL) Unavyoinemesha Nchi ya China Katika Sekta ya Utalii.
1676,Kujitokeza kwa Semenya kwenye mashindano haya yanyofanyika kwenye uwanja wa Kimpinen kumevutia vyombo vya habari kutoka kila pembe ya dunia.
1677,"Hatiani kwa kumtusi rais Museveni Afariki baada ya kufungua mlango Alazimishwa kuchagua kati ya mwanawe na familia yake Eneo hilo linaonekana kama kituo cha kufyatulia makombora ambacho hakijawahi kutumiwa awali , amesema Ankit Panda, afisa katika shirikisho la wanasayansi wa Marekani - Federation of American Scientists."
1678,"Baada ya kufikia makubalianao ya kuvunja mkataba na klabu yake ya Manchestr United, mshambuliaji Zlatan Ibrahimovic anatarajiwa kujiunga na klabu ya LA Galaxy inayoshiriki."
1679,"“Ule waraka tuliupitia na kubaini kuwa hauna baraza za nyumba ya maakofu, wala hauna baraka za halmashauri ya kudumu na Sinodi ya dayosisi,” alisema na kuongeza kuwa maamuzi ya kumvua uaskofu Dk Mokiwa yamefanywa na askofu mkuu wa Tanzania kwa kushinikizwa na watu wachache aliowavua vyeo na sio vikao vya kanisa."
1680,Aidha baadhi ya wamasai katika eneo hilo walisema kuwa hakupenda kuishi katika ameneo hayo bali ugumu wa maisha ndio chanzo cha wao kwemnda kuishi ndani ya hifadhi hiyo.
